fieldsurfacetype, streetno, sportsplayed, facilityname, numberfieldcourts, facilitycondition, facilityupgradeage, postcode, facility_id, facilityage, streettype, changerooms, longitude, latitude, objectid, faciltysportplayedid, suburbtown, lga, streetname
"Asphalt",null,"Netball","Melville Oval",2,"2. Poor","1 - 5 Years",3300,"SOUTHE11411","26 - 50 Years","Place","Male, Umpire/Officials",142.022361999819,-37.7405069991276,7693,18476,"HAMILTON","SOUTHERN GRAMPIANS","Market"
"Asphalt",null,"Netball","Pedrina Park",9,"3. Average","6 - 10 Years",3300,"SOUTHE11417","11 - 25 Years","Road","Female, Male",142.029268000348,-37.725571999042,7694,18487,"HAMILTON","SOUTHERN GRAMPIANS","North Boundary"
"Asphalt",null,"Netball","Penshurst Recreation Reserve",2,"4. Good","Upgrade in progress",3289,"SOUTHE11418","11 - 25 Years","Hwy","Female, Male, Umpire/Officials",142.299963999911,-37.8708319991772,7695,18492,"PENSHURST","SOUTHERN GRAMPIANS","Hamilton"
null,null,"Shooting Sports","Hamilton Pistol Club",null,null,null,3300,"SOUTHE11183",null,"Road",null,141.962821000325,-37.6599879992168,7696,27265,"HAMILTON","SOUTHERN GRAMPIANS","Nigretta"
"Grass",null,"Soccer","Hamilton Recreation Reserve",null,"2. Poor","1 - 5 Years",3300,"SOUTHE11408","26 - 50 Years","Street","Unisex",142.023487999756,-37.7351429990938,7697,18468,"HAMILTON","SOUTHERN GRAMPIANS","MacPherson"
"Grass",null,"Soccer","Pedrina Park",1,"3. Average","6 - 10 Years",3300,"SOUTHE11417","26 - 50 Years","Road","Same as above",142.029268000348,-37.725571999042,7698,27930,"HAMILTON","SOUTHERN GRAMPIANS","North Boundary"
null,null,"Squash / Racquetball","Hamilton Indoor Leisure & Aquatic Centre",null,"5. Very Good","11 + Years",3300,"SOUTHE11406","6 - 10 Years","Street","Female, Male",142.017872000535,-37.732145999013,7699,18462,"HAMILTON","SOUTHERN GRAMPIANS","Shakespear"
"25m Pool - Outdoor, Toddlers Pool",null,"Swimming","Balmoral Swimming Pool",2,"1. Very Poor","< 1 Years",3407,"SOUTHE11387","51 Years +","Street","Female, Male",141.838156000192,-37.2455599986499,7700,18427,"BALMORAL","SOUTHERN GRAMPIANS","Glendinning"
"50m Pool - Outdoor, Toddlers Pool",null,"Swimming","Coleraine Swimming pool",null,"3. Average","6 - 10 Years",3315,"SOUTHE11394","26 - 50 Years","Street","Female, Male",141.687549999503,-37.6009009990498,7701,18444,"COLERAINE","SOUTHERN GRAMPIANS","Pileau"
"25m Pool - Outdoor, Toddlers Pool",null,"Swimming","Dunkeld Swimming Pool",null,"2. Poor","1 - 5 Years",3294,"SOUTHE11397","26 - 50 Years","Hwy","Female, Male",142.342402000491,-37.6500279987598,7702,18449,"DUNKELD","SOUTHERN GRAMPIANS","Glenelg"
"25m Pool - Outdoor, Toddlers Pool",null,"Swimming","Glenthompson Swimming Pool",2,"3. Average","6 - 10 Years",3293,"SOUTHE11400","26 - 50 Years","Street","Female, Male",142.548100999905,-37.6361649989448,7703,18454,"GLENTHOMPSON","SOUTHERN GRAMPIANS","Scott"
"25m Pool - Indoor, Toddlers Pool",null,"Swimming","Hamilton Indoor Leisure & Aquatic Centre",2,"5. Very Good","11 + Years",3300,"SOUTHE11406","6 - 10 Years","Street","Female, Male",142.017872000535,-37.732145999013,7704,18463,"HAMILTON","SOUTHERN GRAMPIANS","Shakespear"
"50m Pool - Outdoor, Toddlers Pool",null,"Swimming","Hamilton Olympic Swimming Pool",2,"2. Poor","6 - 10 Years",3300,"SOUTHE11407","26 - 50 Years","Street","Female, Male",142.017282000186,-37.7422529989852,7705,18465,"HAMILTON","SOUTHERN GRAMPIANS","Byron"
"25m Pool - Outdoor, Toddlers Pool",null,"Swimming","Penshurst Reserve",null,"3. Average","6 - 10 Years",3289,"SOUTHE11419","26 - 50 Years","Street","Female, Male",142.291376000186,-37.8726269995153,7706,18495,"PENSHURST","SOUTHERN GRAMPIANS","Cox"
null,null,"Table Tennis","Hamilton Indoor Leisure & Aquatic Centre",null,"5. Very Good","11 + Years",3300,"SOUTHE11406","6 - 10 Years","Street","Female, Male",142.017872000535,-37.732145999013,7707,18464,"HAMILTON","SOUTHERN GRAMPIANS","Shakespear"
"Asphalt",null,"Tennis (Outdoor)","Balmoral Recreation Reserve",6,"2. Poor","1 - 5 Years",3407,"SOUTHE11386","26 - 50 Years","Road","Male, Umpire/Officials",141.834981000118,-37.2441709995048,7708,18426,"BALMORAL","SOUTHERN GRAMPIANS","Harrow-Balmoral"
"Asphalt",null,"Tennis (Outdoor)","Byaduk Recreation Reserve",4,"2. Poor","1 - 5 Years",3301,"SOUTHE11390","26 - 50 Years","Road",null,141.955349000146,-37.9507669992322,7709,18433,"BYADUK","SOUTHERN GRAMPIANS","Hamilton- Port Fairy"
"Asphalt",null,"Tennis (Outdoor)","Cavendish Recreation Reserve",null,"1. Very Poor","1 - 5 Years",3314,"SOUTHE11391","26 - 50 Years","Hwy",null,142.044051999745,-37.5215479993025,7710,18436,"CAVENDISH","SOUTHERN GRAMPIANS","Henty"
"Asphalt",null,"Tennis (Outdoor)","Coleraine (Silvester Oval) Recreation Reserve",2,"4. Good","11 + Years",3315,"SOUTHE11392","11 - 25 Years","Street","Unisex",141.69080900032,-37.595063999533,7711,18442,"COLERAINE","SOUTHERN GRAMPIANS","Winter"
"Asphalt",null,"Tennis (Outdoor)","Coleraine Tennis/Netball Club",4,null,null,3315,"SOUTHE11395",null,"Street",null,141.69522900046,-37.5969969990138,7712,18446,"COLERAINE","SOUTHERN GRAMPIANS","Turnbull"
"Asphalt",null,"Tennis (Outdoor)","Dunkeld Tennis Court",3,"3. Average","6 - 10 Years",3294,"SOUTHE11398","26 - 50 Years","Street","Unisex",142.342402000491,-37.6500279987598,7713,18450,"DUNKELD","SOUTHERN GRAMPIANS","Wills"
"Asphalt",null,"Tennis (Outdoor)","Glenthompson Recreation Reserve",2,"3. Average","6 - 10 Years",3293,"SOUTHE11399","26 - 50 Years","Street","Male, Umpire/Officials",142.544520000323,-37.6413399988783,7714,18453,"GLENTHOMPSON","SOUTHERN GRAMPIANS","Brady"
"Artificial Turf","257","Tennis (Outdoor)","Hamilton Tennis Club",6,"5. Very Good","11 + Years",3300,"SOUTHE11409","0 - 5 Years","Road","Female, Male",142.039489999744,-37.7417439994546,7715,18471,"HAMILTON","SOUTHERN GRAMPIANS","Rippon"
"Grass","257","Tennis (Outdoor)","Hamilton Tennis Club",8,"2. Poor","1 - 5 Years",3300,"SOUTHE11409","26 - 50 Years","Road","Female, Male",142.039489999744,-37.7417439994546,7716,18470,"HAMILTON","SOUTHERN GRAMPIANS","Rippon"
"Asphalt",null,"Tennis (Outdoor)","Mirranatwa Tennis Courts",3,"2. Poor","1 - 5 Years",3294,"SOUTHE11412","26 - 50 Years","Road","Unisex",142.399231000468,-37.4060619988307,7717,18477,"MIRRANATWA","SOUTHERN GRAMPIANS","Mirranatwa-School"
"Artificial Turf",null,"Tennis (Outdoor)","Patterson Park",3,"2. Poor","< 1 Years",3300,"SOUTHE11416","26 - 50 Years","Street","Female, Male",142.025787000467,-37.732183998978,7718,18484,"HAMILTON","SOUTHERN GRAMPIANS","King"
"Asphalt",null,"Tennis (Outdoor)","Patterson Park",6,"2. Poor","< 1 Years",3300,"SOUTHE11416","26 - 50 Years","Street","Female, Male",142.025787000467,-37.732183998978,7719,18483,"HAMILTON","SOUTHERN GRAMPIANS","King"
"Asphalt",null,"Tennis (Outdoor)","Penshurst Recreation Reserve",2,"4. Good","Upgrade in progress",3289,"SOUTHE11418","11 - 25 Years","Hwy","Female, Male, Umpire/Officials",142.299963999911,-37.8708319991772,7720,18493,"PENSHURST","SOUTHERN GRAMPIANS","Hamilton"
"Asphalt",null,"Tennis (Outdoor)","Penshurst Reserve",1,"3. Average","6 - 10 Years",3289,"SOUTHE11419","26 - 50 Years","Street",null,142.291376000186,-37.8726269995153,7721,18496,"PENSHURST","SOUTHERN GRAMPIANS","Cox"
"Asphalt",null,"Tennis (Outdoor)","Pigeon ponds Recreation Reserve",3,"2. Poor","1 - 5 Years",3407,"SOUTHE11420","26 - 50 Years","Road","Unisex",141.666407999647,-37.2971689995197,7722,18498,"PIGEON PONDS","SOUTHERN GRAMPIANS","Edenhope-Coleraine"
"Asphalt",null,"Tennis (Outdoor)","Tarrington Recreation Reserve",3,"1. Very Poor","1 - 5 Years",3301,"SOUTHE11421","26 - 50 Years","Avenue","Unisex",142.097972000444,-37.7657469992675,7723,18500,"TARRINGTON","SOUTHERN GRAMPIANS","Oval"
"Asphalt",null,"Tennis (Outdoor)","Tennis Courts",2,"3. Average","6 - 10 Years",3315,"SOUTHE11422","26 - 50 Years","Road","Unisex",141.681855,-37.5320699987791,7724,18501,"WOOTONG VALE","SOUTHERN GRAMPIANS","Edenhope-Coleraine"
"Grass Running Track","458","Athletics","McAlpine Reserve",1,"5. Very Good","6 - 10 Years",3144,"STONNI11943","6 - 10 Years","Road","Female, Male, Umpire/Officials",145.037516000335,-37.8402869988998,7725,19621,"KOOYONG","STONNINGTON","Glenferrie"
"Grass","5","Australian Rules Football","Basil Reserve",1,"2. Poor","N/A",3145,"STONNI11925","26 - 50 Years","Street","Female, Male",145.065602999646,-37.8697809992378,7726,19594,"EAST MALVERN","STONNINGTON","Basil"
"Grass","305 - 325","Australian Rules Football","Como Park",1,"5. Very Good","< 1 Years",3141,"STONNI11960","51 Years +","Road","Umpire/Officials, Unisex",145.003949999885,-37.8356679994231,7727,19656,"SOUTH YARRA","STONNINGTON","Williams"
"Grass","31-35","Australian Rules Football","D.W Lucas Reserve",1,"3. Average","11 + Years",3145,"STONNI11926","26 - 50 Years","Street","Male, Umpire/Officials",145.065602999646,-37.8697809992378,7728,19596,"EAST MALVERN","STONNINGTON","Dunlop"
"Grass",null,"Australian Rules Football","Melbourne High School Oval",1,"3. Average","N/A",3141,"STONNI11959","51 Years +","Street","Male",144.994087999554,-37.8356159989249,7729,19653,"SOUTH YARRA","STONNINGTON","Yarra"
"Grass",null,"Australian Rules Football","Righetti & Ferrie Reserves",2,"3. Average","6 - 10 Years",3144,"STONNI11944","11 - 25 Years","Street","Male, Umpire/Officials",145.037516000515,-37.8400129992792,7730,19623,"KOOYONG","STONNINGTON","Elizabeth"
"Grass",null,"Australian Rules Football","Stanley Grose Reserve",1,"5. Very Good","1 - 5 Years",3145,"STONNI11927","51 Years +","Drive",null,145.065602999646,-37.8697809992378,7731,19598,"EAST MALVERN","STONNINGTON","Stanley Grose"
"Grass","1650","Australian Rules Football","T.H.King Reserve",1,"3. Average",null,3146,"STONNI11938","11 - 25 Years","Street","Male, Umpire/Officials",145.060924999636,-37.8613199986602,7732,19615,"GLEN IRIS","STONNINGTON","High"
"Grass","580","Australian Rules Football","Toorak Park",1,"3. Average","11 + Years",3143,"STONNI11921","26 - 50 Years","Road","Male, Umpire/Officials",145.012601000368,-37.8526529994088,7733,19588,"ARMADALE","STONNINGTON","Orrong"
"Grass","425-431","Australian Rules Football","Waverley Oval",1,"4. Good","11 + Years",3145,"STONNI11924","26 - 50 Years","Road","Male",145.068868000094,-37.8781449987919,7734,19592,"EAST MALVERN","STONNINGTON","Waverley"
"Grass","458","Baseball","Wadsworth Field",1,"5. Very Good","6 - 10 Years",3144,"STONNI11945","6 - 10 Years","Road","Female, Male, Umpire/Officials",145.03548600046,-37.8385859993276,7735,19626,"KOOYONG","STONNINGTON","Glenferrie"
"Wooden Gymnasium","2","Basketball","Orrong Romanis Recreation Centre",2,"4. Good","N/A",3181,"STONNI11954","11 - 25 Years","Street","Female, Male",145.010181000005,-37.8496689991801,7736,19643,"PRAHRAN","STONNINGTON","Molesworth"
"Wooden Gymnasium","10","Basketball","Penpraze Park",1,"3. Average","11 + Years",3145,"STONNI11928","26 - 50 Years","Road South","Female, Male",145.03793500023,-37.8707959993765,7737,19600,"EAST MALVERN","STONNINGTON","Victoria"
null,"12","Basketball","Princess Gardens",1,null,null,3181,"STONNI11956",null,"Street",null,144.995406999812,-37.8482349986719,7738,19647,"PRAHRAN","STONNINGTON","Little Chapel"
"Wooden Gymnasium","679","Basketball","South Yarra Sports Centre",null,"4. Good",null,3141,"STONNI11961","11 - 25 Years","Street","Female, Male",144.995195000103,-37.8369829987126,7739,19658,"SOUTH YARRA","STONNINGTON","Chapel"
"Synthetic Pitch","5","Cricket","Basil Reserve",2,"2. Poor","N/A",3145,"STONNI11925","26 - 50 Years","Street","Female, Male",145.065602999646,-37.8697809992378,7740,19595,"EAST MALVERN","STONNINGTON","Basil"
"Synthetic Pitch","83-141","Cricket","Central Park",2,"3. Average","11 + Years",3145,"STONNI11930","26 - 50 Years","Road","Unisex",145.048625999847,-37.8659659992123,7741,19606,"EAST MALVERN","STONNINGTON","Burke"
"Turf Pitch","305 - 325","Cricket","Como Park",2,"5. Very Good","< 1 Years",3141,"STONNI11960","51 Years +","Road","Umpire/Officials, Unisex",145.003949999885,-37.8356679994231,7742,19657,"SOUTH YARRA","STONNINGTON","Williams"
"Turf Pitch","31-35","Cricket","D.W Lucas Reserve",1,"3. Average","11 + Years",3145,"STONNI11926","26 - 50 Years","Street","Male, Umpire/Officials",145.065602999646,-37.8697809992378,7743,19597,"EAST MALVERN","STONNINGTON","Dunlop"
"Synthetic Pitch","49-61","Cricket","Gardiner Reserve",1,"2. Poor","Upgrade in progress",3144,"STONNI11950","26 - 50 Years","Cresent","Male",145.049018000242,-37.8512359991458,7744,19637,"MALVERN","STONNINGTON","Carroll"
"Turf Pitch","1253","Cricket","Malvern Cricket Ground",1,"2. Poor","11 + Years",3144,"STONNI11949","51 Years +","Street","Male, Umpire/Officials",145.031156000514,-37.8561369986465,7745,19635,"MALVERN","STONNINGTON","High"
"Turf Pitch",null,"Cricket","Melbourne High School Oval",1,"3. Average","N/A",3141,"STONNI11959","51 Years +","Street","Male",144.994087999554,-37.8356159989249,7746,19654,"SOUTH YARRA","STONNINGTON","Yarra"
"Synthetic Pitch","603","Cricket","Orrong Park & Romanis Reserve",2,"4. Good","N/A",3181,"STONNI11955","6 - 10 Years","Road","Female, Male, Umpire/Officials",145.010881999678,-37.850684999121,7747,19645,"PRAHRAN","STONNINGTON","Orrong"
"Synthetic Pitch","32A","Cricket","Percy Treyvaud Reserve",1,"3. Average","11 + Years",3145,"STONNI11929","26 - 50 Years","Road","Male, Umpire/Officials",145.080485000561,-37.8826449991908,7748,19603,"EAST MALVERN","STONNINGTON","Chadstone"
"Turf Pitch","32A","Cricket","Percy Treyvaud Reserve",1,"3. Average","11 + Years",3145,"STONNI11929","26 - 50 Years","Road","Male, Umpire/Officials",145.080485000561,-37.8826449991908,7749,19605,"EAST MALVERN","STONNINGTON","Chadstone"
"Synthetic Pitch",null,"Cricket","Righetti & Ferrie Reserves",1,"3. Average","6 - 10 Years",3144,"STONNI11944","11 - 25 Years","Street","Male, Umpire/Officials",145.037516000515,-37.8400129992792,7750,19624,"KOOYONG","STONNINGTON","Elizabeth"
"Turf Pitch",null,"Cricket","Righetti & Ferrie Reserves",1,"3. Average","6 - 10 Years",3144,"STONNI11944","11 - 25 Years","Street","Male, Umpire/Officials",145.037516000515,-37.8400129992792,7751,19625,"KOOYONG","STONNINGTON","Elizabeth"
"Synthetic Pitch","714","Cricket","Sir Robert Menzies Reserve",1,"5. Very Good","N/A",3144,"STONNI11952","0 - 5 Years","Road","Male",145.035980000492,-37.8453659986869,7752,19640,"MALVERN","STONNINGTON","Toorak"
"Synthetic Pitch",null,"Cricket","Stanley Grose Reserve",1,"5. Very Good","1 - 5 Years",3145,"STONNI11927","51 Years +","Drive",null,145.065602999646,-37.8697809992378,7753,19599,"EAST MALVERN","STONNINGTON","Stanley Grose"
"Turf Pitch","1650","Cricket","T.H.King Reserve",1,"3. Average",null,3146,"STONNI11938","11 - 25 Years","Street","Male, Umpire/Officials",145.060924999636,-37.8613199986602,7754,19616,"GLEN IRIS","STONNINGTON","High"
"Turf Pitch","580","Cricket","Toorak Park",1,"3. Average","11 + Years",3143,"STONNI11921","26 - 50 Years","Road","Male, Umpire/Officials",145.012601000368,-37.8526529994088,7755,19589,"ARMADALE","STONNINGTON","Orrong"
"Synthetic Pitch","3","Cricket","Victory Square",1,"2. Poor","11 + Years",3143,"STONNI11922","26 - 50 Years","Street","Unisex",145.014302999452,-37.8530819986641,7756,19590,"ARMADALE","STONNINGTON","Potter"
"Artificial Turf","458","Cricket","Vision Australia Cricket Reserves",2,"3. Average","N/A",3144,"STONNI11948","26 - 50 Years","Road","Unisex",145.033506000263,-37.8381329992624,7757,19634,"KOOYONG","STONNINGTON","Glenferrie"
"Turf Pitch","425-431","Cricket","Waverley Oval",1,"4. Good","11 + Years",3145,"STONNI11924","26 - 50 Years","Road","Male",145.068868000094,-37.8781449987919,7758,19593,"EAST MALVERN","STONNINGTON","Waverley"
null,"1A","Fitness / Gymnasium Workouts","Curves Toorak",1,"4. Good","N/A",3142,"STONNI11978","51 Years +","Avenue","Female",145.009213999889,-37.8416179986455,7759,19686,"TOORAK","STONNINGTON","Carters"
null,"572","Fitness / Gymnasium Workouts","Domain Health Prahran",1,"3. Average","N/A",3181,"STONNI11976","26 - 50 Years","Road","Female, Male",145.005188999739,-37.8484769986542,7760,19684,"PRAHRAN","STONNINGTON","Malvern"
null,"402","Fitness / Gymnasium Workouts","Fitness First",1,"4. Good","N/A",3141,"STONNI11971","11 - 25 Years","Street","Female, Male",144.99467000019,-37.8452249995071,7761,19679,"SOUTH YARRA","STONNINGTON","Chapel"
null,"30","Fitness / Gymnasium Workouts","Fitness HQ",1,null,null,3142,"STONNI11974",null,"Street",null,145.009989000429,-37.8408719992503,7762,19682,"TOORAK","STONNINGTON","Jackson"
null,"521","Fitness / Gymnasium Workouts","Genesis Health & Fitness",1,"4. Good","N/A",3142,"STONNI11975","26 - 50 Years","Road","Female, Male",145.165393000217,-38.151185998896,7763,19683,"TOORAK","FRANKSTON","Toorak"
null,"286","Fitness / Gymnasium Workouts","Genesis Prahran",1,"4. Good","N/A",3181,"STONNI11970","11 - 25 Years","Street","Female, Male",144.994053999513,-37.8485879989965,7764,19678,"PRAHRAN","STONNINGTON","Chapel"
null,"1438","Fitness / Gymnasium Workouts","Goodlife Health Club",1,"4. Good","N/A",3146,"STONNI11983","11 - 25 Years","Street","Female, Male",145.119814000317,-37.9733089990589,7765,19691,"GLEN IRIS","KINGSTON","High"
null,"1216","Fitness / Gymnasium Workouts","Goodlife Health Club",1,"4. Good","N/A",3143,"STONNI11984","11 - 25 Years","Street","Female, Male",145.119814000317,-37.9733089990589,7766,19692,"ARMADALE","KINGSTON","High"
null,"489","Fitness / Gymnasium Workouts","Kooyong Lawn Tennis Club",1,"5. Very Good","1 - 5 Years",3144,"STONNI11947","0 - 5 Years","Road","Female, Male",145.029607000279,-37.838843999339,7767,19628,"KOOYONG","STONNINGTON","Glenferrie"
null,"2/1434","Fitness / Gymnasium Workouts","Leaps and Bounds",1,null,null,3144,"STONNI11981",null,"Street",null,145.028605999895,-37.8565319993762,7768,19689,"MALVERN","STONNINGTON","High"
null,"1291","Fitness / Gymnasium Workouts","Malvern Health & Fitness",1,"4. Good","N/A",3144,"STONNI11979","11 - 25 Years","Road","Female, Male",145.029933000291,-37.8516109989413,7769,19687,"MALVERN","STONNINGTON","Malvern"
null,"1/1275","Fitness / Gymnasium Workouts","MaxxFit Performance Training",1,"4. Good","N/A",3144,"STONNI11982","26 - 50 Years","Road","Female",145.036155000095,-37.8521129993408,7770,19690,"MALVERN","STONNINGTON","Malvern"
null,"2","Fitness / Gymnasium Workouts","Origin Fitness",1,"3. Average","N/A",3181,"STONNI11977","51 Years +","Street","Female, Male",144.990668999764,-37.8506479989684,7771,19685,"PRAHRAN","STONNINGTON","Percy"
null,"135","Fitness / Gymnasium Workouts","PerfectFit Gym",1,"4. Good","N/A",3145,"STONNI11969","11 - 25 Years","Road","Female, Male",145.04916900021,-37.8759269988614,7772,19677,"EAST MALVERN","STONNINGTON","Waverley"
null,null,"Fitness / Gymnasium Workouts","Royal South Yarra Tennis Courts",1,"5. Very Good","1 - 5 Years",3142,"STONNI11965","51 Years +","Road","Female, Male",145.005879000354,-37.8353819992277,7773,19669,"TOORAK","STONNINGTON","Williams"
null,"724","Fitness / Gymnasium Workouts","Snap Fitness Armadale",1,"3. Average","N/A",3143,"STONNI11985","51 Years +","Street","Female",145.012348999448,-37.8546219987115,7774,19693,"ARMADALE","STONNINGTON","High"
null,"805","Fitness / Gymnasium Workouts","South Pacific Health Club - Malvern East",1,"4. Good","N/A",3145,"STONNI11968","11 - 25 Years","Road","Female, Male",145.03890899944,-37.8740709994233,7775,19676,"EAST MALVERN","STONNINGTON","Dandenong"
null,"679","Fitness / Gymnasium Workouts","South Yarra Sports Centre",1,"4. Good",null,3141,"STONNI11961","11 - 25 Years","Street","Female, Male",144.995195000103,-37.8369829987126,7776,19659,"SOUTH YARRA","STONNINGTON","Chapel"
null,"1/1442","Fitness / Gymnasium Workouts","Supreme Fitness",1,"4. Good","N/A",3144,"STONNI11980","11 - 25 Years","Road","Female, Male",145.029933000291,-37.8516109989413,7777,19688,"MALVERN","STONNINGTON","Malvern"
null,"1/227","Fitness / Gymnasium Workouts","Terry Bennett Fitness Centre",1,"4. Good","N/A",3181,"STONNI11973","51 Years +","Street","Female, Male",144.984201000464,-37.850666998787,7778,19681,"PRAHRAN","MELBOURNE","High"
null,"15","Fitness / Gymnasium Workouts","The Hit Centre",1,"4. Good","N/A",3141,"STONNI11986","26 - 50 Years","Street","Female, Male",144.995794999674,-37.8447599986954,7779,19694,"SOUTH YARRA","STONNINGTON","Simmons"
null,"22","Fitness / Gymnasium Workouts","Vibratone",1,"4. Good","N/A",3141,"STONNI11972","26 - 50 Years","Road","Female, Male",144.987269000476,-37.8385769994486,7780,19680,"SOUTH YARRA","STONNINGTON","Toorak"
"18 Hole Course - Public",null,"Golf","Malvern Valley  Golf Club",18,"4. Good","N/A",3145,"STONNI11931","26 - 50 Years","Drive",null,145.077861999625,-37.8759269990528,7781,19608,"EAST MALVERN","STONNINGTON","Golfers"
null,null,"Gymnastics","Glen Iris Gymnastics (Korowa Anglican Girls Grammar School)",null,null,null,3146,"STONNI11468",null,"Cresent",null,145.051107000416,-37.8605409988764,7782,27365,"GLEN IRIS","STONNINGTON","Ranfurlie"
null,"38","Gymnastics","Lauriston Girls School",null,null,null,3143,"STONNI11444",null,"Road",null,145.024851000386,-37.8522649994297,7783,27366,"ARMADALE","STONNINGTON","Huntingtower"
null,null,"Gymnastics","LF Fitness For Fun",null,null,null,3181,"STONNI11510",null,"Street",null,144.998259000446,-37.8499739990226,7784,27367,"PRAHRAN","STONNINGTON","Green"
null,"10","Gymnastics","Loreto Gymnastic Club",null,null,null,3142,"STONNI11517",null,"Cresent",null,145.012547999612,-37.8481419989929,7785,27368,"TOORAK","STONNINGTON","Mandeville"
"Artificial Turf",null,"Hockey","Melbourne High School Oval",1,"3. Average","N/A",3141,"STONNI11959","51 Years +","Street","Male",144.994087999554,-37.8356159989249,7786,19655,"SOUTH YARRA","STONNINGTON","Yarra"
"Artificial Turf","679","Hockey","South Yarra Sports Centre",1,"4. Good",null,3141,"STONNI11961","11 - 25 Years","Street","Female, Male",144.995195000103,-37.8369829987126,7787,19660,"SOUTH YARRA","STONNINGTON","Chapel"
"Grass","1253","Lacrosse","Malvern Cricket Ground",1,"2. Poor","11 + Years",3144,"STONNI11949","51 Years +","Street","Male, Umpire/Officials",145.031156000514,-37.8561369986465,7788,19636,"MALVERN","STONNINGTON","High"
"Grass","32A","Lacrosse","Percy Treyvaud Reserve",1,"3. Average","11 + Years",3145,"STONNI11929","26 - 50 Years","Road","Male, Umpire/Officials",145.080485000561,-37.8826449991908,7789,19604,"EAST MALVERN","STONNINGTON","Chadstone"
"Grass","32","Lawn Bowls","Chadstone Bowling Club",2,"3. Average","N/A",3145,"STONNI11932","26 - 50 Years","Road","Unisex",145.080485000561,-37.8826449991908,7790,19609,"EAST MALVERN","STONNINGTON","Chadstone"
"Grass",null,"Lawn Bowls","East Malvern RSL Bowling Club",2,null,null,3145,"STONNI11933",null,"Drive",null,145.066680000116,-37.8717669990956,7791,19610,"EAST MALVERN","STONNINGTON","Stanley Grose"
